text,created_at,location,friends_count,sentiment,gender,tweet_classification,age,emotion,sufferingChronic,group,Topic,severity,Remedies,Trying Home remedies with drugs
"now accepting suggestions for battling intermittent onset insomnia 
the first item going on my list is stay off",2020-06-29 05:28:47+00:00,"Massachusetts, USA",130,positive,female,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
"i need lullabies
so what does my brain conjure
boogie wonderland insomnia haiku",2020-06-29 05:28:19+00:00,Second Life and San Antonio TX,16119,neutral,male,Individual,19-29,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i hate not being able to sleep at night like a normal person i feel stupid for always overthinking everything wi,2020-06-29 05:23:09+00:00,,160,negative,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
i hate not being able to sleep at night like a normal person i feel stupid for always overthinking everything insomnia,2020-06-29 05:19:26+00:00,,160,negative,male,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"my insomnia
has me staying up all night
thinking about it insomnia haiku",2020-06-29 05:10:43+00:00,Second Life and San Antonio TX,16119,neutral,male,Individual,19-29,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hours with no sleep not even a second and im about to babysit for hours insomnia,2020-06-29 05:03:48+00:00,Derby,148,neutral,female,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
hf_dreamcatcher is right now dreamcatcher insomnia kpop,2020-06-29 05:03:14+00:00,"Dallas, TX",1236,positive,female,Individual,19-29,sadness,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
i should be sleeping instead im lying in bed trying to visualize how hard or easy it would be to get a bird in,2020-06-29 05:01:51+00:00,"Charlotte,North Carolina",1707,positive,male,Individual,30-39,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
another sleepless night insomnia,2020-06-29 04:59:27+00:00,"Co. Dublin, Ireland",566,neutral,male,Individual,>=40,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"having nightmares on top of a sleeping disorder is just adding insult to injury nightmare
sleep sleeping",2020-06-29 04:54:11+00:00,"Pontiac, MI",238,positive,male,Individual,>=40,amusement,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
hmm relatable content insomnia,2020-06-29 04:46:21+00:00,"D.C. area, USA",1096,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
i woke up at am today and i felt like tweeting insomnia then i remembered i am an adult and been oversleepi,2020-06-29 04:40:39+00:00,"Voi, Taita Taveta",17719,positive,male,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
when you have insomnia and youre trying to sleep and then suddenly the next chapter for your novel comes to you,2020-06-29 04:40:08+00:00,"Garrett, IN",189,neutral,male,Individual,30-39,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
wish that can take leave to go home n sleep but my team all here fighting hopefully napping will help a bit,2020-06-29 04:38:27+00:00,Singapore,131,neutral,male,Individual,19-29,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
what is sleep insomnia,2020-06-29 04:35:34+00:00,Home is where you are ❤️,21,neutral,female,Individual,<=18,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
awake because this rain is a noisy lil bitch and im craving puff pastry lockdown insomnia has reached a new level insomnia pastry pie,2020-06-29 04:33:01+00:00,"London, England",1888,positive,female,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
really hate the night time insomnia is a bugger and being tired all the time the next day watch movies and shows,2020-06-29 04:23:20+00:00,"Harriman, Utah",95,negative,male,Individual,>=40,amusement,yes,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
cant sleep feeling stressed get ces drugfree relief insomnia sleepissues restorativesleep anxietyrelief,2020-06-29 04:20:36+00:00,Skype with me from anywhere!,879,neutral,male,Individual,19-29,amusement,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
ok so its am and i cant sleep i was just thinking how the phrase living my best life really irritates me its,2020-06-29 04:12:07+00:00,"Manchester, UK",466,positive,male,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,No
where is insomnia twitter,2020-06-29 04:09:09+00:00,UK,259,neutral,male,Individual,<=18,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
in need of asmr relaxation level insomnia,2020-06-29 03:19:10+00:00,"Albany, NY",2206,neutral,female,Individual,>=40,amusement,no,0,4,Mild,Trying Home or Drug remedies,No
beautiful relaxation video for stress sleep music beautiful musicvideo sweetnights exercise yoga,2020-06-29 03:13:05+00:00,,0,positive,male,Individual,>=40,awe,yes,0,4,Mild,Trying Home or Drug remedies,No
battletech pc another why am i awake broadcast insomnia,2020-06-29 03:08:24+00:00,,37,neutral,male,Individual,>=40,awe,no,0,4,Mild,Trying Home or Drug remedies,No
hypnosis changed my life when my anxiety and insomnia returned my therapist suggested a new form of treatment t,2020-06-29 02:51:32+00:00,"Melbourne, Australia",2709,positive,female,Individual,19-29,amusement,yes,0,3,Severe,Trying Therapies including drugs,No
puppy woke me up to go out for a pee and is now flat out asleep while im wide awake cheers pal wideawakeclub insomnia icantgetnosleep,2020-06-29 02:46:39+00:00,"Bury, England",889,negative,male,Individual,30-39,awe,no,0,3,Severe,Trying Therapies including drugs,No
i woke up with so much energy on sunday and i had the urge to start organizing everything everything and i did ev,2020-06-29 02:22:46+00:00,Lagos NG,408,positive,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,No
sweet and peaceful sleep tonight god did not give you a spirit of fear but of power love and a sound mind sweet,2020-06-29 02:00:10+00:00,USA,1205,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
buckland trying to get off to sleep but the sky is so light whatsupwiththat sunrise isnt for an hour or so,2020-06-29 01:57:57+00:00,,1207,positive,male,Individual,>=40,awe,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,Yes
my first bias in dreamcatcher dami is lets keep her there insomnia lets show them whos the best rapper w,2020-06-29 01:57:28+00:00,The Time Vortex,335,positive,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
are you struggling with insomnia or fatigue and ready to truly rest amp have more energy follow these simple s,2020-06-29 01:52:01+00:00,"Waltham, MA",666,positive,male,Individual,>=40,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
the scary thing about having insomnia is not the hours lost for sleeping but the rerun of thoughts youve been try,2020-06-29 01:49:14+00:00,"Bengaluru, India",620,negative,male,Individual,<=18,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
i took a minute nap in the afternoonreckless insomnia,2020-06-29 01:36:21+00:00,In the Withaak's Shade,1182,neutral,female,Individual,>=40,amusement,no,0,3,Severe,Trying Therapies including drugs,No
i honestly think the only thing ive achieved from lock down is becoming nocturnal insomnia,2020-06-29 01:14:04+00:00,Plymouth/ Hereford ,542,positive,female,Individual,<=18,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
online mindfulness therapy for overcoming insomnia and sleep anxiety visit,2020-06-29 01:05:00+00:00,"Boulder CO, USA",28756,neutral,male,Individual,>=40,awe,yes,0,3,Severe,Trying Therapies including drugs,No
one day ill sleep a full hours in one go insomnia needsleepingtablets,2020-06-29 00:32:31+00:00,"Llanelli, Wales",1160,negative,male,Individual,<=18,awe,no,0,3,Severe,Trying Therapies including drugs,No
if i fall asleep now ill have hours and minutes sleep if i fall asleep now ill have hours and minutes s,2020-06-29 00:25:07+00:00,"England, United Kingdom",512,negative,female,Individual,19-29,awe,no,0,3,Severe,Trying Therapies including drugs,No
have you tried white runtz beforeblackparade weedle cannabiscommunity jungleboys runtz weedsmokers anxiety,2020-06-29 00:01:26+00:00,United States,102,neutral,male,Individual,30-39,awe,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
its am ive noteven slept what in the world is up with these damn energies lately insomnia,2020-06-28 23:10:56+00:00,Singapore,311,negative,male,Individual,<=18,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
i wanna talk to you insomnia im from fandom and im here to say dont give up we came too close in this,2020-06-28 22:59:15+00:00,Brazil,75,neutral,female,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
yet again im stupidly tired yet again i cant sleep anxiety insomnia sunday,2020-06-28 22:49:23+00:00,"Coventry, England",477,negative,male,Individual,30-39,amusement,yes,0,4,Mild,Trying Home or Drug remedies,No
inspiration for a lesson always hits me late at night halfway through yr unit apart from writing model answ,2020-06-28 22:33:36+00:00,,814,negative,female,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
"autoimmunity the bundle
lupus autoimmune chronicillness invisibleillness sjogrens fibro endo reynauds",2020-06-28 22:33:27+00:00,"Phoenix, AZ",997,neutral,female,Individual,<=18,indifference,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
meet my new insomnia mascot as someone who suffers from a severe sleep disorder thats likely some form of,2020-06-28 22:13:06+00:00,"San Diego, CA",479,negative,female,Individual,30-39,amusement,yes,0,0,Moderate,No clarity on remedies - Looking for help,No
insom   insomnia jakarta kentalmanisbukansusu pria cowoklokal,2020-06-28 21:42:54+00:00,"DKI Jakarta, Indonesia",406,neutral,male,Individual,>=40,sadness,no,0,2,Severe,Not trying any remedies - Worried about next day,Yes
telling someone with insomnia to just get some sleep is not enough what are some ways you ensure you sleep tight,2020-06-28 21:10:10+00:00,"Burlington, Ontario",401,negative,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
life of an insomniac insomnia,2020-06-28 21:01:17+00:00, New Delhi India,112,neutral,male,Individual,19-29,sadness,no,0,0,Moderate,No clarity on remedies - Looking for help,No
guilty pleasure i listen to facts every night before bed last night i couldnt sleep so actually ended up,2020-06-28 20:57:13+00:00,Bristol,228,negative,male,Individual,19-29,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hmm relatable content insomnia,2020-06-29 04:46:21+00:00,"D.C. area, USA",1096,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hmm relatable content insomnia,2020-06-29 04:46:21+00:00,"D.C. area, USA",1096,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hmm relatable content insomnia,2020-06-29 04:46:21+00:00,"D.C. area, USA",1096,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hmm relatable content insomnia,2020-06-29 04:46:21+00:00,"D.C. area, USA",1096,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
my first bias in dreamcatcher dami is lets keep her there insomnia lets show them whos the best rapper w,2020-06-29 01:57:28+00:00,The Time Vortex,335,positive,male,Individual,<=18,amusement,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
hf_dreamcatcher is right now dreamcatcher insomnia kpop,2020-06-29 05:03:14+00:00,"Dallas, TX",1236,positive,female,Individual,19-29,sadness,no,0,1,Normal,Not much bothered - Just express Insomniac Feelings,No
hmm relatable content insomnia,2020-06-29 04:46:21+00:00,"D.C. area, USA",1096,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
hmm relatable content insomnia,2020-06-29 04:46:21+00:00,"D.C. area, USA",1096,neutral,female,Individual,19-29,amusement,no,0,0,Moderate,No clarity on remedies - Looking for help,No
part of loving you is letting go cantsleep,2020-07-14 19:15:41+00:00,"Tokyo-to, Japan",139,positive,male,Individual,>=40,awe,no,0,3,Severe,Trying Therapies including drugs,Yes
mad that i want mcdonalds chicken nuggets at am fml insomnia,2020-07-14 18:54:48+00:00,Canada,399,negative,female,Individual,19-29,amusement,no,0,2,Severe,Not trying any remedies - Worried about next day,No
ny nj tantra hypnosis healing by hypnotist intimacycoach healer stress relationship,2020-07-14 18:50:06+00:00,"New York, New Jersey",16,neutral,male,Individual,>=40,amusement,yes,0,3,Severe,Trying Therapies including drugs,No
truthful tuesday lupus autoimmune chronicillness invisibleillness sjogrens fibro endo reynauds migraines,2020-07-14 18:38:48+00:00,"Phoenix, AZ",996,positive,female,Individual,<=18,negative-fear,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
am yesterday i told myself that i had to sleep early and now insomnia,2020-07-14 18:31:40+00:00,,1197,positive,male,Individual,>=40,sadness,no,0,4,Mild,Trying Home or Drug remedies,No
thinking about you too cantsleep,2020-07-14 18:31:15+00:00,National Capital Region,18,neutral,male,Individual,<=18,awe,no,0,0,Moderate,No clarity on remedies - Looking for help,Yes
carlcleveland damehat the venn diagram of insomnia twitter and chronicpain twitter is so close to being a circle its not funny,2020-07-14 18:28:42+00:00,,4037,negative,male,Individual,19-29,amusement,yes,0,2,Severe,Not trying any remedies - Worried about next day,No
deep relaxing music for meditation healing music sleep music live s via youtube,2020-07-14 18:06:33+00:00,,0,positive,male,Individual,>=40,awe,no,0,2,Severe,Not trying any remedies - Worried about next day,No
up at am after hour sleep insomnia dansfault,2020-07-14 18:03:58+00:00,Safety Bay (WA),504,neutral,male,Individual,>=40,sadness,no,0,2,Severe,Not trying any remedies - Worried about next day,No
